name,dex,gen,region,type1,type2,color_primary,color_secondary,abilities,genus,shape,habitat,evo,family,stage,gender,legendary,mythical,baby,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,egg_groups,stat_standouts,arch,sprite,moves,lore,mythology,location,trainer,role,other,well_known
Chandelure,609,5,Unova,ghost,fire,black,,"Flash Fire, Flame Body, Infiltrator",Luring Pokémon,arms,,stone,Litwick,2,both,False,False,False,60,55,90,145,90,80,34.3,1.0,indeterminate,spatk,,"lantern, chandelier, will-o-wisp",,levitate,folklore,,,,,1
Axew,610,5,Unova,dragon,,green,,"Rivalry, Mold Breaker, Unnerve",Tusk Pokémon,upright,,none,Axew,0,both,False,False,False,46,87,60,30,40,57,18.0,0.6,"monster, dragon",,,,,,,,,,,0
Fraxure,611,5,Unova,dragon,,green,,"Rivalry, Mold Breaker, Unnerve",Axe Jaw Pokémon,upright,,level,Axew,1,both,False,False,False,66,117,70,40,50,67,36.0,1.0,"monster, dragon",,,,,,,,,,,0
Haxorus,612,5,Unova,dragon,,yellow,,"Rivalry, Mold Breaker, Unnerve",Axe Jaw Pokémon,upright,,level,Axew,2,both,False,False,False,76,147,90,60,70,97,105.5,1.8,"monster, dragon",atk,dragon,"axe-jaw, tusks, blades",,,,,,,,1
Cubchoo,613,5,Unova,ice,,white,,"Snow Cloak, Slush Rush, Rattled",Chill Pokémon,upright,,none,Cubchoo,0,both,False,False,False,55,70,40,60,40,40,8.5,0.5,ground,,,,,,,,,,,0
Beartic,614,5,Unova,ice,,white,,"Snow Cloak, Slush Rush, Swift Swim",Freezing Pokémon,quadruped,,level,Cubchoo,1,both,False,False,False,95,130,80,70,80,50,260.0,2.6,ground,"atk, heavy","bear, polar-bear","ice-beard, claws",,,,,,,,1
Cryogonal,615,5,Unova,ice,,blue,,Levitate,Crystallizing Pokémon,ball,,none,Cryogonal,0,genderless,False,False,False,80,50,50,95,135,105,148.0,1.1,mineral,fast,,"snowflake, crystal, chains",,,,,,,,0
Shelmet,616,5,Unova,bug,,red,,"Hydration, Shell Armor, Overcoat",Snail Pokémon,ball,,none,Shelmet,0,both,False,False,False,50,40,85,40,65,25,7.7,0.4,bug,,,,,,,,,,,0
Accelgor,617,5,Unova,bug,,red,,"Hydration, Sticky Hold, Unburden",Shell Out Pokémon,arms,,trade,Shelmet,1,both,False,False,False,80,70,40,100,60,145,25.3,0.8,bug,fast,,,,,,,,,,0
Stunfisk,618,5,Unova,ground,electric,brown,,"Static, Limber, Sand Veil",Trap Pokémon,fish,,none,Stunfisk,0,both,False,False,False,109,66,84,81,99,32,11.0,0.7,"water1, indeterminate",tanky,,,,,,,,,,0
Mienfoo,619,5,Unova,fighting,,yellow,,"Inner Focus, Regenerator, Reckless",Martial Arts Pokémon,upright,,none,Mienfoo,0,both,False,False,False,45,85,50,55,50,65,20.0,0.9,"ground, humanshape",,,,,,,,,,,0
Mienshao,620,5,Unova,fighting,,purple,,"Inner Focus, Regenerator, Reckless",Martial Arts Pokémon,upright,,level,Mienfoo,1,both,False,False,False,65,125,60,95,60,105,35.5,1.4,"ground, humanshape","fast, atk","mustelid, weasel","sleeves, martial-arts",,,,,,,,0
Druddigon,621,5,Unova,dragon,,red,,"Rough Skin, Sheer Force, Mold Breaker",Cave Pokémon,upright,,none,Druddigon,0,both,False,False,False,77,120,90,60,90,48,139.0,1.6,"dragon, monster",atk,dragon,"rough-skin, claws",,,,,,,,0
Golett,622,5,Unova,ground,ghost,green,,"Iron Fist, Klutz, No Guard",Automaton Pokémon,humanoid,,none,Golett,0,genderless,False,False,False,59,74,50,35,50,35,92.0,1.0,mineral,,,,,,,,,,,0
Golurk,623,5,Unova,ground,ghost,green,,"Iron Fist, Klutz, No Guard",Automaton Pokémon,humanoid,,level,Golett,1,genderless,False,False,False,89,124,80,55,80,55,330.0,2.8,mineral,"atk, heavy",,"automaton, rocket, seal",,,golem-mythos,,,,,1
Pawniard,624,5,Unova,dark,steel,red,,"Defiant, Inner Focus, Pressure",Sharp Blade Pokémon,humanoid,,none,Pawniard,0,both,False,False,False,45,85,70,40,40,60,10.2,0.5,humanshape,,,,,,,,,,,0
Bisharp,625,5,Unova,dark,steel,red,,"Defiant, Inner Focus, Pressure",Sword Blade Pokémon,humanoid,,level,Pawniard,1,both,False,False,False,65,125,100,60,70,70,70.0,1.6,humanshape,atk,,"blades, warlord, helmet, axe",,,,,,,,1
Bouffalant,626,5,Unova,normal,,brown,,"Reckless, Sap Sipper, Soundproof",Bash Buffalo Pokémon,quadruped,,none,Bouffalant,0,both,False,False,False,95,110,95,40,95,55,94.6,1.6,ground,,,,,,,,,,,0
Rufflet,627,5,Unova,normal,flying,white,,"Keen Eye, Sheer Force, Hustle",Eaglet Pokémon,wings,,none,Rufflet,0,male-only,False,False,False,70,83,50,37,50,60,10.5,0.5,flying,,,,,,,,,,,0
Braviary,628,5,Unova,normal,flying,red,,"Keen Eye, Sheer Force, Defiant",Valiant Pokémon,wings,,level,Rufflet,1,male-only,False,False,False,100,123,75,57,75,80,41.0,1.5,flying,atk,"bird, raptor, eagle","eagle, talons",,valour,,,,,,1
Vullaby,629,5,Unova,dark,flying,brown,,"Big Pecks, Overcoat, Weak Armor",Diapered Pokémon,wings,,none,Vullaby,0,female-only,False,False,False,70,55,75,45,65,60,9.0,0.5,flying,,,,,,,,,,,0
Mandibuzz,630,5,Unova,dark,flying,brown,,"Big Pecks, Overcoat, Weak Armor",Bone Vulture Pokémon,wings,,level,Vullaby,1,female-only,False,False,False,110,65,105,55,95,80,39.5,1.2,flying,tanky,,,,,,,,,,0
Heatmor,631,5,Unova,fire,,red,,"Gluttony, Flash Fire, White Smoke",Anteater Pokémon,upright,,none,Heatmor,0,both,False,False,False,85,97,66,105,66,65,58.0,1.4,ground,,,,,,,,,,,0
Durant,632,5,Unova,bug,steel,gray,,"Swarm, Hustle, Truant",Iron Ant Pokémon,armor,,none,Durant,0,both,False,False,False,58,109,112,48,48,109,33.0,0.3,bug,"fast, tanky",,,,,,,,,,0
Deino,633,5,Unova,dark,dragon,blue,,Hustle,Irate Pokémon,quadruped,,none,Deino,0,both,False,False,False,52,65,50,45,50,38,17.3,0.8,dragon,,,,,,,,,,,0
Zweilous,634,5,Unova,dark,dragon,blue,,Hustle,Hostile Pokémon,quadruped,,level,Deino,1,both,False,False,False,72,85,70,65,70,58,50.0,1.4,dragon,,,,,,,,,,,0
Hydreigon,635,5,Unova,dark,dragon,blue,,Levitate,Brutal Pokémon,upright,,level,Deino,2,both,False,False,False,92,105,90,125,90,98,160.0,1.8,dragon,spatk,"hydra, dragon","three-heads, hydra-mythos",,,,,,pseudo,,1
Larvesta,636,5,Unova,bug,fire,white,,"Flame Body, Swarm",Torch Pokémon,armor,,none,Larvesta,0,both,False,False,False,55,85,55,50,55,60,28.8,1.1,bug,,,,,,,,,,,0
Volcarona,637,5,Unova,bug,fire,white,,"Flame Body, Swarm",Sun Pokémon,bug-wings,,level,Larvesta,1,both,False,False,False,85,60,65,135,105,100,46.0,1.6,bug,"fast, spatk","insect, moth","sun-wings, embers, moth",,,,,,,,1
Cobalion,638,5,Unova,steel,fighting,blue,,Justified,Iron Will Pokémon,quadruped,,none,Cobalion,0,genderless,True,False,False,91,90,129,90,72,108,250.0,2.1,no-eggs,"fast, tanky, heavy",,,,,,,,legendary,,1
Terrakion,639,5,Unova,rock,fighting,gray,,Justified,Cavern Pokémon,quadruped,,none,Terrakion,0,genderless,True,False,False,91,129,90,72,90,108,260.0,1.9,no-eggs,"fast, atk, heavy",,,,,,,,legendary,,1
Virizion,640,5,Unova,grass,fighting,green,,Justified,Grassland Pokémon,quadruped,,none,Virizion,0,genderless,True,False,False,91,90,72,90,129,108,200.0,2.0,no-eggs,fast,,,,,,,,legendary,,1
Tornadus,641,5,Unova,flying,,green,,"Prankster, Defiant",Cyclone Pokémon,arms,,none,Tornadus,0,male-only,True,False,False,79,115,70,125,80,111,63.0,1.5,no-eggs,"fast, spatk",,,,,,,,legendary,,1
Thundurus,642,5,Unova,electric,flying,blue,,"Prankster, Defiant",Bolt Strike Pokémon,arms,,none,Thundurus,0,male-only,True,False,False,79,115,70,125,80,111,61.0,1.5,no-eggs,"fast, spatk",,,,,,,,legendary,,1
Reshiram,643,5,Unova,dragon,fire,white,,Turboblaze,Vast White Pokémon,wings,,none,Reshiram,0,genderless,True,False,False,100,120,100,150,120,90,330.0,3.2,no-eggs,"atk, spatk, tanky, heavy",,,,,,,,legendary,,1
Zekrom,644,5,Unova,dragon,electric,black,,Teravolt,Deep Black Pokémon,upright,,none,Zekrom,0,genderless,True,False,False,100,150,120,120,100,90,345.0,2.9,no-eggs,"atk, spatk, tanky, heavy",,,,,,,,legendary,,1
Landorus,645,5,Unova,ground,flying,brown,,"Sand Force, Sheer Force",Abundance Pokémon,arms,,none,Landorus,0,male-only,True,False,False,89,125,90,115,80,101,68.0,1.5,no-eggs,"fast, atk",,,,,,,,legendary,,1
Kyurem,646,5,Unova,dragon,ice,gray,,Pressure,Boundary Pokémon,upright,,none,Kyurem,0,genderless,True,False,False,125,130,90,130,90,95,325.0,3.0,no-eggs,"atk, spatk, tanky, heavy",,,,,,,,legendary,,1
Keldeo,647,5,Unova,water,fighting,yellow,,Justified,Colt Pokémon,quadruped,,none,Keldeo,0,genderless,False,True,False,91,72,90,129,90,108,48.5,1.4,no-eggs,"fast, spatk",,,,,,,,mythical,,1
Meloetta,648,5,Unova,normal,psychic,white,,Serene Grace,Melody Pokémon,humanoid,,none,Meloetta,0,genderless,False,True,False,100,77,77,128,128,90,6.5,0.6,no-eggs,"spatk, tanky",,,,,,,,mythical,,1
Genesect,649,5,Unova,bug,steel,purple,,Download,Paleozoic Pokémon,humanoid,,none,Genesect,0,genderless,False,True,False,71,120,95,120,95,99,82.5,1.5,no-eggs,"atk, spatk",,,,,,,,mythical,,1
Chespin,650,6,Kalos,grass,,green,,"Overgrow, Bulletproof",Spiny Nut Pokémon,upright,,none,Chespin,0,both,False,False,False,56,61,65,48,45,38,9.0,0.4,ground,,,,,,,,,,,0
Quilladin,651,6,Kalos,grass,,green,,"Overgrow, Bulletproof",Spiny Armor Pokémon,upright,,level,Chespin,1,both,False,False,False,61,78,95,56,58,57,29.0,0.7,ground,,,,,,,,,,,0
Chesnaught,652,6,Kalos,grass,fighting,green,,"Overgrow, Bulletproof",Spiny Armor Pokémon,upright,,level,Chespin,2,both,False,False,False,88,107,122,74,75,64,90.0,1.6,ground,tanky,,"armour, spikes",,knight,,,,starter,,1
Fennekin,653,6,Kalos,fire,,red,,"Blaze, Magician",Fox Pokémon,quadruped,,none,Fennekin,0,both,False,False,False,40,45,40,62,60,60,9.4,0.4,ground,,,,,,,,,,,0
Braixen,654,6,Kalos,fire,,red,,"Blaze, Magician",Fox Pokémon,upright,,level,Fennekin,1,both,False,False,False,59,59,58,90,70,73,14.5,1.0,ground,,,,,,,,,,,0
Delphox,655,6,Kalos,fire,psychic,red,,"Blaze, Magician",Fox Pokémon,upright,,level,Fennekin,2,both,False,False,False,75,69,72,114,100,104,39.0,1.5,ground,fast,"fox, canine","wand, robe",,witch,kitsune,,,starter,,1
Froakie,656,6,Kalos,water,,blue,,"Torrent, Protean",Bubble Frog Pokémon,quadruped,,none,Froakie,0,both,False,False,False,41,56,40,62,44,71,7.0,0.3,water1,,,,,,,,,,,0
Frogadier,657,6,Kalos,water,,blue,,"Torrent, Protean",Bubble Frog Pokémon,humanoid,,level,Froakie,1,both,False,False,False,54,63,52,83,56,97,10.9,0.6,water1,,,,,,,,,,,0
Greninja,658,6,Kalos,water,dark,blue,,"Torrent, Protean",Ninja Pokémon,humanoid,,level,Froakie,2,both,False,False,False,72,95,67,103,71,122,40.0,1.5,water1,fast,"frog, ninja","tongue-scarf, shuriken",,ninja,,,,starter,,1
Bunnelby,659,6,Kalos,normal,,brown,,"Pickup, Cheek Pouch, Huge Power",Digging Pokémon,upright,,none,Bunnelby,0,both,False,False,False,38,36,38,32,36,57,5.0,0.4,ground,,,,,,,,,,,0
Diggersby,660,6,Kalos,normal,ground,brown,,"Pickup, Cheek Pouch, Huge Power",Digging Pokémon,upright,,level,Bunnelby,1,both,False,False,False,85,56,77,50,77,78,42.4,1.0,ground,,,,,,,,,,,0
Fletchling,661,6,Kalos,normal,flying,red,,"Big Pecks, Gale Wings",Tiny Robin Pokémon,wings,,none,Fletchling,0,both,False,False,False,45,50,43,40,38,62,1.7,0.3,flying,light,,,,,,,,,,0
Fletchinder,662,6,Kalos,fire,flying,red,,"Flame Body, Gale Wings",Ember Pokémon,wings,,level,Fletchling,1,both,False,False,False,62,73,55,56,52,84,16.0,0.7,flying,,,,,,,,,,,0
Talonflame,663,6,Kalos,fire,flying,red,,"Flame Body, Gale Wings",Scorching Pokémon,wings,,level,Fletchling,2,both,False,False,False,78,81,71,74,69,126,24.5,1.2,flying,fast,"bird, falcon, raptor","talons, embers",fly,,,,,,,1
Scatterbug,664,6,Kalos,bug,,black,,"Shield Dust, Compound Eyes, Friend Guard",Scatterdust Pokémon,armor,,none,Scatterbug,0,both,False,False,False,38,35,40,27,25,35,2.5,0.3,bug,light,,,,,,,,,,0
Spewpa,665,6,Kalos,bug,,black,,"Shed Skin, Friend Guard",Scatterdust Pokémon,blob,,level,Scatterbug,1,both,False,False,False,45,22,60,27,30,29,8.4,0.3,bug,,,,,,,,,,,0
Vivillon,666,6,Kalos,bug,flying,white,,"Shield Dust, Compound Eyes, Friend Guard",Scale Pokémon,bug-wings,,level,Scatterbug,2,both,False,False,False,80,52,50,90,50,89,17.0,1.2,bug,,,,,,,,,,,0
Litleo,667,6,Kalos,fire,normal,brown,,"Rivalry, Unnerve, Moxie",Lion Cub Pokémon,quadruped,,none,Litleo,0,both,False,False,False,62,50,58,73,54,72,13.5,0.6,ground,,,,,,,,,,,0
Pyroar,668,6,Kalos,fire,normal,brown,,"Rivalry, Unnerve, Moxie",Royal Pokémon,quadruped,,level,Litleo,1,both,False,False,False,86,68,72,109,66,106,81.5,1.5,ground,fast,,,,,,,,,,0
Flabébé,669,6,Kalos,fairy,,white,,"Flower Veil, Symbiosis",Single Bloom Pokémon,arms,,none,Flabébé,0,female-only,False,False,False,44,38,39,61,79,42,0.1,0.1,fairy,light,,,,,,,,,,0
Floette,670,6,Kalos,fairy,,white,,"Flower Veil, Symbiosis",Single Bloom Pokémon,arms,,level,Flabébé,1,female-only,False,False,False,54,45,47,75,98,52,0.9,0.2,fairy,light,,,,,,,,,,0
Florges,671,6,Kalos,fairy,,white,,"Flower Veil, Symbiosis",Garden Pokémon,arms,,stone,Flabébé,2,female-only,False,False,False,78,65,68,112,154,75,10.0,1.1,fairy,,,"flower, garden, blossom, elegant",,,,,,,,1
Skiddo,672,6,Kalos,grass,,brown,,"Sap Sipper, Grass Pelt",Mount Pokémon,quadruped,,none,Skiddo,0,both,False,False,False,66,65,48,62,57,52,31.0,0.9,ground,,,,,,,,,,,0
Gogoat,673,6,Kalos,grass,,brown,,"Sap Sipper, Grass Pelt",Mount Pokémon,quadruped,,level,Skiddo,1,both,False,False,False,123,100,62,97,81,68,91.0,1.7,ground,,,,,,,,,,,0
Pancham,674,6,Kalos,fighting,,white,,"Iron Fist, Mold Breaker, Scrappy",Playful Pokémon,upright,,none,Pancham,0,both,False,False,False,67,82,62,46,48,43,8.0,0.6,"ground, humanshape",,,,,,,,,,,0
Pangoro,675,6,Kalos,fighting,dark,white,,"Iron Fist, Mold Breaker, Scrappy",Daunting Pokémon,humanoid,,level,Pancham,1,both,False,False,False,95,124,78,69,71,58,136.0,2.1,"ground, humanshape",atk,,,,,,,,,,0
Furfrou,676,6,Kalos,normal,,white,,Fur Coat,Poodle Pokémon,quadruped,,none,Furfrou,0,both,False,False,False,75,80,60,65,90,102,28.0,1.2,ground,fast,,,,,,,,,,0
Espurr,677,6,Kalos,psychic,,gray,,"Keen Eye, Infiltrator, Own Tempo",Restraint Pokémon,upright,,none,Espurr,0,both,False,False,False,62,48,54,63,60,68,3.5,0.3,ground,,,,,,,,,,,0
Meowstic,678,6,Kalos,psychic,,blue,,"Keen Eye, Infiltrator, Prankster",Constraint Pokémon,upright,,level,Espurr,1,both,False,False,False,74,48,76,83,81,104,8.5,0.6,ground,fast,,,,,,,,,,0
Honedge,679,6,Kalos,steel,ghost,brown,,No Guard,Sword Pokémon,blob,,none,Honedge,0,both,False,False,False,45,80,100,35,37,28,2.0,0.8,mineral,light,,,,,,,,,,0
Doublade,680,6,Kalos,steel,ghost,brown,,No Guard,Sword Pokémon,heads,,level,Honedge,1,both,False,False,False,59,110,150,45,49,35,4.5,0.8,mineral,tanky,,,,,,,,,,0
Aegislash,681,6,Kalos,steel,ghost,brown,,Stance Change,Royal Sword Pokémon,blob,,stone,Honedge,2,both,False,False,False,60,50,140,50,140,60,53.0,1.7,mineral,tanky,,"sword, shield, hilt, royal-blade",,,,,,,,1
Spritzee,682,6,Kalos,fairy,,pink,,"Healer, Aroma Veil",Perfume Pokémon,arms,,none,Spritzee,0,both,False,False,False,78,52,60,63,65,23,0.5,0.2,fairy,light,,,,,,,,,,0
Aromatisse,683,6,Kalos,fairy,,pink,,"Healer, Aroma Veil",Fragrance Pokémon,humanoid,,trade,Spritzee,1,both,False,False,False,101,72,72,99,89,29,15.5,0.8,fairy,,,,,,,,,,,0
Swirlix,684,6,Kalos,fairy,,white,,"Sweet Veil, Unburden",Cotton Candy Pokémon,legs,,none,Swirlix,0,both,False,False,False,62,48,66,59,57,49,3.5,0.4,fairy,,,,,,,,,,,0
Slurpuff,685,6,Kalos,fairy,,white,,"Sweet Veil, Unburden",Meringue Pokémon,humanoid,,trade,Swirlix,1,both,False,False,False,82,80,86,85,75,72,5.0,0.8,fairy,,,,,,,,,,,0
Inkay,686,6,Kalos,dark,psychic,blue,,"Contrary, Suction Cups, Infiltrator",Revolving Pokémon,tentacles,,none,Inkay,0,both,False,False,False,53,54,53,37,46,45,3.5,0.4,"water1, water2",,,,,,,,,,,0
Malamar,687,6,Kalos,dark,psychic,blue,,"Contrary, Suction Cups, Infiltrator",Overturning Pokémon,blob,,level,Inkay,1,both,False,False,False,86,92,88,68,75,73,47.0,1.5,"water1, water2",,"cephalopod, squid","squid, hypnosis, upside-down",,,,,,,,1
Binacle,688,6,Kalos,rock,water,brown,,"Tough Claws, Sniper, Pickpocket",Two-Handed Pokémon,heads,,none,Binacle,0,both,False,False,False,42,52,67,39,56,50,31.0,0.5,water3,,,,,,,,,,,0
Barbaracle,689,6,Kalos,rock,water,brown,,"Tough Claws, Sniper, Pickpocket",Collective Pokémon,heads,,level,Binacle,1,both,False,False,False,72,105,115,54,86,68,96.0,1.3,water3,tanky,,,,,,,,,,0
Skrelp,690,6,Kalos,poison,water,brown,,"Poison Point, Poison Touch, Adaptability",Mock Kelp Pokémon,blob,,none,Skrelp,0,both,False,False,False,50,60,60,60,60,30,7.3,0.5,"water1, dragon",,,,,,,,,,,0
Dragalge,691,6,Kalos,poison,dragon,brown,,"Poison Point, Poison Touch, Adaptability",Mock Kelp Pokémon,blob,,level,Skrelp,1,both,False,False,False,65,75,90,97,123,44,81.5,1.8,"water1, dragon",,,,,,,,,,,0
Clauncher,692,6,Kalos,water,,blue,,Mega Launcher,Water Gun Pokémon,armor,,none,Clauncher,0,both,False,False,False,50,53,62,58,63,44,8.3,0.5,"water1, water3",,,,,,,,,,,0
Clawitzer,693,6,Kalos,water,,blue,,Mega Launcher,Howitzer Pokémon,squiggle,,level,Clauncher,1,both,False,False,False,71,73,88,120,89,59,35.3,1.3,"water1, water3",spatk,,,,,,,,,,0
Helioptile,694,6,Kalos,electric,normal,yellow,,"Dry Skin, Sand Veil, Solar Power",Generator Pokémon,upright,,none,Helioptile,0,both,False,False,False,44,38,33,61,43,70,6.0,0.5,"monster, dragon",,,,,,,,,,,0
Heliolisk,695,6,Kalos,electric,normal,yellow,,"Dry Skin, Sand Veil, Solar Power",Generator Pokémon,upright,,stone,Helioptile,1,both,False,False,False,62,55,52,109,94,109,21.0,1.0,"monster, dragon",fast,,,,,,,,,,0
Tyrunt,696,6,Kalos,rock,dragon,brown,,"Strong Jaw, Sturdy",Royal Heir Pokémon,upright,,none,Tyrunt,0,both,False,False,False,58,89,77,45,45,48,26.0,0.8,"monster, dragon",,,,,,,,,,,0
Tyrantrum,697,6,Kalos,rock,dragon,red,,"Strong Jaw, Rock Head",Despot Pokémon,upright,,level,Tyrunt,1,both,False,False,False,82,121,119,69,59,71,270.0,2.5,"monster, dragon","atk, tanky, heavy","dinosaur, theropod","king-jaw, t-rex",,despot,,,,fossil,,1
Amaura,698,6,Kalos,rock,ice,blue,,"Refrigerate, Snow Warning",Tundra Pokémon,quadruped,,none,Amaura,0,both,False,False,False,77,59,50,67,63,46,25.2,1.3,monster,,,,,,,,,,,0
Aurorus,699,6,Kalos,rock,ice,blue,,"Refrigerate, Snow Warning",Tundra Pokémon,quadruped,,level,Amaura,1,both,False,False,False,123,77,72,99,92,58,225.0,2.7,monster,,,,,,,,,,,0
Sylveon,700,6,Kalos,fairy,,pink,,"Cute Charm, Pixilate",Intertwining Pokémon,quadruped,,friendship,Eevee,1,both,False,False,False,95,65,65,110,130,60,23.5,1.0,ground,,,"bows, ribbons, feelers",,,,,,eeveelution,,1
Hawlucha,701,6,Kalos,fighting,flying,green,,"Limber, Unburden, Mold Breaker",Wrestling Pokémon,humanoid,,none,Hawlucha,0,both,False,False,False,78,92,75,74,63,118,21.5,0.8,"flying, humanshape",fast,,,,,,,,,,0
Dedenne,702,6,Kalos,electric,fairy,yellow,,"Cheek Pouch, Pickup, Plus",Antenna Pokémon,upright,,none,Dedenne,0,both,False,False,False,67,58,57,81,67,101,2.2,0.2,"ground, fairy","fast, light",,,,,,,,,,0
Carbink,703,6,Kalos,rock,fairy,gray,,"Clear Body, Sturdy",Jewel Pokémon,ball,,none,Carbink,0,genderless,False,False,False,50,50,150,50,150,50,5.7,0.3,"fairy, mineral",tanky,,,,,,,,,,0
Goomy,704,6,Kalos,dragon,,purple,,"Sap Sipper, Hydration, Gooey",Soft Tissue Pokémon,squiggle,,none,Goomy,0,both,False,False,False,45,50,35,55,75,40,2.8,0.3,dragon,light,,,,,,,,,,0
Sliggoo,705,6,Kalos,dragon,,purple,,"Sap Sipper, Hydration, Gooey",Soft Tissue Pokémon,squiggle,,level,Goomy,1,both,False,False,False,68,75,53,83,113,60,17.5,0.8,dragon,,,,,,,,,,,0
Goodra,706,6,Kalos,dragon,,purple,,"Sap Sipper, Hydration, Gooey",Dragon Pokémon,upright,,level,Goomy,2,both,False,False,False,90,100,70,110,150,80,150.5,2.0,dragon,,"dragon, slug","slime, horns, gooey",,,,,,pseudo,,1
Klefki,707,6,Kalos,steel,fairy,gray,,"Prankster, Magician",Key Ring Pokémon,ball,,none,Klefki,0,both,False,False,False,57,80,91,80,87,75,3.0,0.2,mineral,light,,"keys, keyring, collector",,,,,,,,1
Phantump,708,6,Kalos,ghost,grass,brown,,"Natural Cure, Frisk, Harvest",Stump Pokémon,arms,,none,Phantump,0,both,False,False,False,43,70,48,50,60,38,7.0,0.4,"plant, indeterminate",,,,,,,,,,,0
Trevenant,709,6,Kalos,ghost,grass,brown,,"Natural Cure, Frisk, Harvest",Elder Tree Pokémon,tentacles,,trade,Phantump,1,both,False,False,False,85,110,76,65,82,56,71.0,1.5,"plant, indeterminate",,,"haunted-tree, roots",,,folklore,,,,,0
Pumpkaboo,710,6,Kalos,ghost,grass,brown,,"Pickup, Frisk, Insomnia",Pumpkin Pokémon,ball,,none,Pumpkaboo,0,both,False,False,False,49,66,70,44,55,51,5.0,0.4,indeterminate,,,,,,,,,,,0
Gourgeist,711,6,Kalos,ghost,grass,brown,,"Pickup, Frisk, Insomnia",Pumpkin Pokémon,blob,,trade,Pumpkaboo,1,both,False,False,False,65,90,122,58,75,84,12.5,0.9,indeterminate,tanky,,"pumpkin, jack-o-lantern, halloween",,,folklore,,,,,0
Bergmite,712,6,Kalos,ice,,blue,,"Own Tempo, Ice Body, Sturdy",Ice Chunk Pokémon,quadruped,,none,Bergmite,0,both,False,False,False,55,69,85,32,35,28,99.5,1.0,"monster, mineral",,,,,,,,,,,0
Avalugg,713,6,Kalos,ice,,blue,,"Own Tempo, Ice Body, Sturdy",Iceberg Pokémon,quadruped,,level,Bergmite,1,both,False,False,False,95,117,184,44,46,28,505.0,2.0,"monster, mineral","tanky, heavy",,,,,,,,,,0
Noibat,714,6,Kalos,flying,dragon,purple,,"Frisk, Infiltrator, Telepathy",Sound Wave Pokémon,wings,,none,Noibat,0,both,False,False,False,40,30,35,45,40,55,8.0,0.5,"flying, dragon",,,,,,,,,,,0
Noivern,715,6,Kalos,flying,dragon,purple,,"Frisk, Infiltrator, Telepathy",Sound Wave Pokémon,wings,,level,Noibat,1,both,False,False,False,85,70,80,97,80,123,85.0,1.5,"flying, dragon",fast,"chiropteran, bat, wyvern","sound, wings, ears",,,,,,,,1
Xerneas,716,6,Kalos,fairy,,blue,,Fairy Aura,Life Pokémon,quadruped,,none,Xerneas,0,genderless,True,False,False,126,131,95,131,98,99,215.0,3.0,no-eggs,"atk, spatk, tanky",,,,,,,,legendary,,1
Yveltal,717,6,Kalos,dark,flying,red,,Dark Aura,Destruction Pokémon,wings,,none,Yveltal,0,genderless,True,False,False,126,131,95,131,98,99,203.0,5.8,no-eggs,"atk, spatk, tanky",,,,,,,,legendary,,1
Zygarde,718,6,Kalos,dragon,ground,green,,Aura Break,Order Pokémon,squiggle,,none,Zygarde,0,genderless,True,False,False,108,100,121,81,95,95,305.0,5.0,no-eggs,"tanky, heavy",,,,,,,,legendary,,1
Diancie,719,6,Kalos,rock,fairy,pink,,Clear Body,Jewel Pokémon,arms,,none,Diancie,0,genderless,False,True,False,50,100,150,100,150,50,8.8,0.7,no-eggs,tanky,,,,,,,,mythical,,1
Hoopa,720,6,Kalos,psychic,ghost,purple,,Magician,Mischief Pokémon,arms,,none,Hoopa,0,genderless,False,True,False,80,110,60,150,130,70,9.0,0.5,no-eggs,spatk,,,,,,,,mythical,,1
